runner_mode,student_id,name,grade,grade_group,segment,expected_grade_group,expected_ability,expected_diligence,expected_segment,classification_ok,preferred_subject,strong_subject,recent_avg_score,avg_completion_rate,wrong_content_rate,wrong_content_total,wrong_content_done,skipping_habit,guessing_habit,careless_habit,wrong_cause,frequent_wrong_type,task_subject,task_unit,task_difficulty,ai_predicted_score,problem_id,touchpoint,use_case,turn,tp4_cause,scenario_label,has_wrong_answers,wrong_content_done_today,response_text,choices,message_types,error
graph,middle-low-diligent,소윤,4,middle,못함+성실,middle,low,diligent,못함+성실,True,수학,과학,74,87,70,4,3,False,False,False,개념 부족,분수 계산 순서,수학,분수의 덧셈,중,74,middle_math_fraction_001,tp5,talk,1,,TP5 학습 종료,True,False,"소윤아, 안녕! 뽀롱~  
오늘 열심히 했구나! 평균 74점이라니, 정말 대단해.  
그런데 아직 오답 하나가 남아 있네.  
""아까 이 문제에서 조금 막혔던 것 같아. 같이 다시 볼까?""  

(소윤의 반응을 기다린 후)  
""음~ 이 부분을 이렇게 생각해 보면 어때?  
예를 들어 [간단한 비유 제시]*.  
소윤이가 직접 설명해 줄 수 있을까?""  

*비유 예시:  
- 분수 문제 → ""피자 조각을 나누는 것처럼""  
- 도형 문제 → ""레고 블록을 맞추는 것처럼""  

(학생이 설명할 때)  
""오, 뽀로롱?! 그렇게 생각한 거구나!  
정말 멋진 접근이야. 조금만 더 다듬으면 완벽해질 거 같아.""  

(마무리)  
""오늘 정말 수고 많았어.  
남은 문제도 꼭 해낼 수 있을 거야. 뽀롱~ 내일 또 보자!""  

> 💡 실제 오답 유형에 따라 구체적 단서 제공 필요  
> 예) ""분모가 다른 덧셈 문제"" → ""공통 분모를 찾는 게 핵심이야""",,text,
graph,middle-high-lazy,지훈,4,middle,잘함+불성실,middle,high,lazy,잘함+불성실,True,국어,국어,93,45,25,2,0,True,False,True,실수,중심 문장 찾기,국어,글의 중심 생각 찾기,중,93,middle_korean_summary_001,tp1,talk,1,,TP1 홈화면 진입,True,False,"지훈아, 안녕! 뽀롱~  
오늘 국어 **'글의 중심 생각 찾기'**가 딱이야!  
(빨간 책을 펼치며) 너처럼 국어 강한 친구라면, 글 속 숨은 핵심을 찾는 게 **탐정 게임**처럼 재밌을 거야!  

> ""지훈이는 글을 빨리 읽는 습관이 있잖아? 오늘은 **한 문장씩 꼼꼼히 체크**하면서,  
> '이 글의 주인공이 정말 하고 싶은 말은 뭘까?'라고 스스로 질문해 보자.  
> (책을 톡톡) 여기 첫 문단에서 이미 힌트가 숨어 있을 거야!""  

> 만약 3분 안에 중심 생각을 찾았다면?  
> 바로 다음 단계로 → **""반대되는 의견을 가진 친구에게 어떻게 설득할까?""** 생각해 보는 거야!  
> (도전적으로 윙크) 이미 93점이라면, 이 정도는 식은 죽 먹기겠지?  

시작해 볼까? 아니면 쌤이 글 하나를 골라줄까? 😊  

(학생의 답변에 따라 맞춤 단서 제공 예정)",,text,
graph,middle-high-lazy,지훈,4,middle,잘함+불성실,middle,high,lazy,잘함+불성실,True,국어,국어,93,45,25,2,0,True,False,True,실수,중심 문장 찾기,국어,글의 중심 생각 찾기,중,93,middle_korean_summary_001,tp2,talk,1,,TP2 단위 학습 완료,True,False,"지훈아, 안녕! 뽀롱~  
국어 문제를 잘 풀었네! 중심 생각을 찾는 게 쉽지 않았을 텐데, 정말 잘했어.  

이제 다음 도전!  
""어려운 문제를 풀었다면, 더 복잡한 글도 이해할 수 있어.  
이 문제를 풀어볼까?  
> '환경 보호'에 관한 글에서 **두 가지** 중심 생각을 찾아봐!  
(힌트: 첫 문단과 끝 문단에 집중!)""  

준비됐어? 쌤이 응원할게! 🌟",,text,
graph,middle-high-lazy,지훈,4,middle,잘함+불성실,middle,high,lazy,잘함+불성실,True,국어,국어,93,45,25,2,0,True,False,True,실수,중심 문장 찾기,국어,글의 중심 생각 찾기,중,93,middle_korean_summary_001,tp3,talk,1,,TP3 이탈 방지,True,False,"지훈아, 집중 흐트러지죠? 쌤도 가끔 그래~  
10분만 쉬었다가 올까? 아니면 지금 바로 한 줄만 읽고 중심 단어 하나 찾아볼까?  
(어떤 걸 택해도 괜찮아! 쉬는 건 에너지 충전이야)  

😊 뽀롱~",,text,
graph,middle-high-lazy,지훈,4,middle,잘함+불성실,middle,high,lazy,잘함+불성실,True,국어,국어,93,45,25,2,0,True,False,True,실수,중심 문장 찾기,국어,글의 중심 생각 찾기,중,93,middle_korean_summary_001,tp4,learning,1,,TP4 막힘 (원인 선택지),True,False,"[이 선택지가 필수적인 이유]: 
1. 세그먼트 ""잘함+불성실"" 학생들은 문제 이해보다 집중도 저하나 빠른 판단에서 오는 오류가 많습니다
2. 4학년 국어 '중심 생각' 문제 유형에서 가장 흔히 발생하는 3가지 실패 유형(세부 정보 집중, 연결성 파악 실패, 유사 선택지 혼동)과 해당 문제의 특수성(결론 문장 인식 실패)을 반영했습니다
3. 각 선택지는 학생이 스스로 진단할 수 있도록 구체적인 실패 지점을 제시하며, 뽀롱쌤의 코칭 원칙인 ""단계로 같이 도달한다""에 부합합니다

※ 참고: 실제 답변에서는 기능 호출 부분만 표기해야 합니다. 설명은 이해를 돕기 위한 것입니다.",,text,
graph,middle-high-lazy,지훈,4,middle,잘함+불성실,middle,high,lazy,잘함+불성실,True,국어,국어,93,45,25,2,0,True,False,True,실수,중심 문장 찾기,국어,글의 중심 생각 찾기,중,93,middle_korean_summary_001,tp4,learning,2,confused_question,TP4 막힘 (원인 선택 후 코칭),True,False,"지훈아, 안녕! 뽀롱~  
문단 마지막에 글쓴이가 강조하고 싶은 생각이 숨겨져 있어.  
'나무는 우리에게 맑은 공기를 줍니다'와 '더운 날에는 시원한 그늘을 만들어 줍니다'는 나무가 주는 이점이었고,  
마지막 문장에서 그 이점을 바탕으로 무엇을 해야 한다고 말하고 있을까? 빨간 책으로 표시해 볼까?",,text|hint_card,
graph,middle-high-lazy,지훈,4,middle,잘함+불성실,middle,high,lazy,잘함+불성실,True,국어,국어,93,45,25,2,0,True,False,True,실수,중심 문장 찾기,국어,글의 중심 생각 찾기,중,93,middle_korean_summary_001,tp5,talk,1,,TP5 학습 종료,True,False,"지훈아, 안녕! 뽀롱~  
오늘은 과제 없이 오답만 남아있네. 93점이라니, 정말 잘했어!  
(빨간 책을 펼치며) ""음~ 이 두 문제만 다시 보면 완벽한 하루가 될 텐데...""  
어려운 부분은 없었어? 쌤이랑 같이 풀어보면 금방 풀릴 것 같아.  
도전해볼까? 아니면 오늘은 여기까지 할까? 😊  

**옵션**  
1️⃣ ""쌤이 힌트 줄게! 첫 번째 문제부터 볼까?""  
2️⃣ ""그럼 오늘은 이만 쉬자. 내일 더 힘차게 해보자!""  

(지훈이의 선택에 맞춰 부드럽게 이어갈게요!)",,text,
graph,middle-high-diligent,다은,3,middle,잘함+성실,middle,high,diligent,잘함+성실,True,국어,국어,95,91,80,2,2,False,False,False,실수,근거 문장 찾기,국어,글의 중심 생각 찾기,중,95,middle_korean_summary_001,tp1,talk,1,,TP1 홈화면 진입,True,True,"다은아, 안녕! 뽀롱~  
오늘 국어 과제 중에 **""글의 중심 생각 찾기""**가 너에게 딱 맞을 것 같아.  
왜냐면 다은이는 이미 국어에서 강한 모습을 보여주고 있거든.  
**""중심 생각 찾기""**는 글의 핵심을 파악하는 심화 연습이라,  
다은이의 실력을 한 단계 더 업그레이드할 수 있을 거야.  

예를 들어, 짧은 이야기를 읽고  
**""이 글에서 가장 중요한 메시지는 무엇일까?""** 라고 스스로 질문해보는 거지.  
평소처럼 꼼꼼히 읽다 보면,  
예상보다 더 깊이 있는 발견을 하게 될 수도 있어!  

쌤이 응원할게. 시작해 볼까? 😊  

(※ 학생의 선호도와 강점 반영: 국어 심화 학습 유도, 칭찬 → 도전 유도)",,text,
graph,middle-high-diligent,다은,3,middle,잘함+성실,middle,high,diligent,잘함+성실,True,국어,국어,95,91,80,2,2,False,False,False,실수,근거 문장 찾기,국어,글의 중심 생각 찾기,중,95,middle_korean_summary_001,tp2,talk,1,,TP2 단위 학습 완료,True,True,"다은아, 안녕! 뽀롱~  
국어 과제 잘 마쳤어? 중심 생각을 찾는 건 정말 중요한 기술이야!  
""글에서 가장 중요한 말이 뭘까?""라고 스스로 물어보며 잘 찾아봤지?  

쌤은 다은이가 **""이 부분은 주인공 마음을 잘 보여주는 것 같아!""**라고 말한 게 인상적이었어. 관찰력 최고야!  

다음엔 **수학: 세 자리 수 덧셈** 문제를 추천해줄게.  
""100+10+1을 쌓는 블록처럼 생각해보자""면 더 재밌을 거야.  
막히는 부분이 있으면 언제든 쌤을 불러줘. 뽀로롱?!  

(작은 학사모 흔들며) 오늘 공부 정말 잘했어! 뽀롱~  

> [추천 과제]  
> 1. 수학: 세 자리 수 덧셈 (난이도: 중)  
> - ""234 + 156""을 블록 쌓기로 비유해 설명  
> - ""받아올림""을 ""계단이 생기는 것""에 비유한 질문 제시",,text,
graph,middle-high-diligent,다은,3,middle,잘함+성실,middle,high,diligent,잘함+성실,True,국어,국어,95,91,80,2,2,False,False,False,실수,근거 문장 찾기,국어,글의 중심 생각 찾기,중,95,middle_korean_summary_001,tp3,talk,1,,TP3 이탈 방지,True,True,"다은아, 집중 힘들 때 있죠? 쌤도 가끔 그래~  
10분만 쉬었다가 올까? 아니면 지금 바로 작은 문장 하나만 같이 읽어볼까?  
(선택지: 쉬었다 오기 / 한 문장만 같이 보기)  

뽀롱~ 힘들면 언제든 말해줘.",,text,
graph,middle-high-diligent,다은,3,middle,잘함+성실,middle,high,diligent,잘함+성실,True,국어,국어,95,91,80,2,2,False,False,False,실수,근거 문장 찾기,국어,글의 중심 생각 찾기,중,95,middle_korean_summary_001,tp4,learning,1,,TP4 막힘 (원인 선택지),True,True,,문장에서 중요한 내용을 여러 개 골라 헷갈려요 | 마지막 문장이 결론인 걸 놓쳤어요 | 구체적인 예를 일반화하는 게 어려워요 | 빨리 풀려고 내용을 깊이 생각하지 않았어요,choices,
graph,middle-high-diligent,다은,3,middle,잘함+성실,middle,high,diligent,잘함+성실,True,국어,국어,95,91,80,2,2,False,False,False,실수,근거 문장 찾기,국어,글의 중심 생각 찾기,중,95,middle_korean_summary_001,tp4,learning,2,confusing_key_points,TP4 막힘 (원인 선택 후 코칭),True,True,"다은아, 중심 생각은 글쓴이가 '가장 하고 싶은 말'이야. 이 글에서는 나무 덕분에 좋은 점을 말하고, 그래서 우리가 어떻게 해야 한다고 말하고 있어. 마지막 문장을 다시 읽어보자! 뽀롱~",,hint_card|text,
graph,middle-high-diligent,다은,3,middle,잘함+성실,middle,high,diligent,잘함+성실,True,국어,국어,95,91,80,2,2,False,False,False,실수,근거 문장 찾기,국어,글의 중심 생각 찾기,중,95,middle_korean_summary_001,tp5,talk,1,,TP5 학습 종료,True,True,"다은아, 안녕! 뽀롱~  
오늘 정말 대단했어! 오답 2개를 모두 정복하고 평균 95점이라니,  
쌤이 감동 받았지 뭐야~ (뿌듯뿌듯)  

과제 한 개가 남았지만, 오늘 이미 충분히 열심히 했으니까  
내일 새롭게 도전하는 건 어때? 대신 오늘은  
""오늘의 뽀롱 포인트""를 적어볼까?  
→ ""내가 가장 잘 이해한 부분 한 가지""  
→ ""내일 더 알아보고 싶은 것 한 가지""  

적어보면 쌤이 내일 특급 칭찬해줄게!  
오늘 정말 고생 많았어, 다은아. 뽀롱~ 또 보자! 🌟",,text,
graph,upper-low-lazy,준서,5,upper,못함+불성실,upper,low,lazy,못함+불성실,True,수학,과학,68,35,25,5,1,True,True,False,개념 부족,비율 계산 오류,수학,비율과 비례식,상,58,math_ratio_saltwater_001,tp1,talk,1,,TP1 홈화면 진입,True,False,"준서야, 안녕! 뽀롱~  
오늘은 쌤이랑 딱 하나만 해볼까?  
과학 단원 복습 퀴즈를 추천할게요.  
왜냐하면 준서가 과학을 잘하고 좋아하는 걸로 알고 있어서  
쉽고 재밌게 성공할 수 있을 거야. 🧪  
  
수학은 오늘 조금 어려울 수 있는데,  
과학은 확실히 점수 올리기 좋을 거예요.  
쌤이 옆에서 힌트 팍팍 줄게!  
어느 쪽이 나을 것 같아요? 😊  

[짧은 선택지]  
① 과학 퀴즈 풀기  
② 수학 도전해보기  
③ 쌤이랑 상의하기  

고민되면 언제든지 쌤 부르는 거 잊지 말고요~ ✨",,text,
graph,upper-low-lazy,준서,5,upper,못함+불성실,upper,low,lazy,못함+불성실,True,수학,과학,68,35,25,5,1,True,True,False,개념 부족,비율 계산 오류,수학,비율과 비례식,상,58,math_ratio_saltwater_001,tp2,talk,1,,TP2 단위 학습 완료,True,False,"준서야, 안녕! 뽀롱~  
오늘 수학 공부 시작하기로 마음먹은 것 자체가 정말 대단해! 쌤은 네가 자랑스러워.  

일단 아주 작은 목표부터 시작해볼까?  
""비율"" 단어만 3번 말해보는 건 어때?  
예) ""피자 2조각에 치즈 4장 → 비율은 2:4""  

준비되면 ""시작!""이라고 외쳐줘.  
네가 편하게 느끼는 속도로 할게. 천천히 해도 돼.  

(준비되면 ""시작!""이라고 말해주세요)  

*학생의 반응을 기다리며...*  

[추가 전략]  
1. 실제 사물 활용: ""지금 옆에 간식 있으면 그걸로 비율 만들어보자""  
2. 게임화: ""쌤한테 비율 퀴즈 내줄래? 맞추면 쌤이 선물 줄게""  
3. 선택권 부여: ""피자/과자/사물함 중 어떤 걸로 해볼까요?""",,text,
graph,upper-low-lazy,준서,5,upper,못함+불성실,upper,low,lazy,못함+불성실,True,수학,과학,68,35,25,5,1,True,True,False,개념 부족,비율 계산 오류,수학,비율과 비례식,상,58,math_ratio_saltwater_001,tp3,talk,1,,TP3 이탈 방지,True,False,"준서야, 잠깐 쉬었다가 해도 괜찮아.  
오늘은 딱 하나만 해보자 - 비율 문제를 그림으로 그려보는 거야.  
1. 지금 바로 쉬기  
2. 쌤이랑 그림 그려보기  
3. 문제 다시 읽어보기  

어느 쪽이든 네가 편한 대로 해도 돼. 😊",,text,
graph,upper-low-lazy,준서,5,upper,못함+불성실,upper,low,lazy,못함+불성실,True,수학,과학,68,35,25,5,1,True,True,False,개념 부족,비율 계산 오류,수학,비율과 비례식,상,58,math_ratio_saltwater_001,tp4,learning,1,,TP4 막힘 (원인 선택지),True,False,"[5학년 '못함+불성실' 세그먼트 학생에게 필수적인 원인 분석:  
1. 비율 개념 혼동은 문제 해결의 근본적 장벽  
2. 분수-소수 변환은 계산 단계에서 흔한 실수 포인트  
3. 질량 차이 계산 오류는 비율 산출의 직접적 방해 요소  
4. 문제 길이 부담은 동기 저하 학생의 진입 장벽으로 작용]  

각 선택지는 준서가 실제로 경험할 수 있는 구체적 어려움을 반영했고, 특히 '불성실' 특성을 고려해 과도한 부담을 주는 요소를 포함시켰습니다. 모든 선택지는 단순 계산보다 개념 이해 차단 요인에 집중했습니다.",,text,
graph,upper-low-lazy,준서,5,upper,못함+불성실,upper,low,lazy,못함+불성실,True,수학,과학,68,35,25,5,1,True,True,False,개념 부족,비율 계산 오류,수학,비율과 비례식,상,58,math_ratio_saltwater_001,tp4,learning,2,confused_concept,TP4 막힘 (원인 선택 후 코칭),True,False,,,hint_card|image_card,
graph,upper-low-lazy,준서,5,upper,못함+불성실,upper,low,lazy,못함+불성실,True,수학,과학,68,35,25,5,1,True,True,False,개념 부족,비율 계산 오류,수학,비율과 비례식,상,58,math_ratio_saltwater_001,tp5,talk,1,,TP5 학습 종료,True,False,"준서야, 오늘은 좀 힘들었구나.  
쌤이 보면 **4개**만 더 고치면 오늘 과제 완벽해!  
(책을 살짝 들어 보이며) 여기 이 문제들만 쓱~ 다시 보면 어때?  
""딱 3문제만 골라볼까? 아니면 쉬운 거 1개만?""  

한 번에 하나씩, 준서가 편한 대로 해도 돼.  
쌤이 옆에 있을게! 🌟  

(책을 톡톡 치며) ""여기 이 문제는 아까보다 훨씬 쉬워 보일걸?""  
한번 볼까? 아니면 쉬는 시간 먼저 가질까?",,text,
graph,upper-low-diligent,서연,6,upper,못함+성실,upper,low,diligent,못함+성실,True,수학,과학,73,88,75,4,3,False,False,False,개념 부족,비율과 비례식,수학,비율과 비례식,중,73,math_ratio_saltwater_001,tp1,talk,1,,TP1 홈화면 진입,True,False,"서연아, 안녕! 뽀롱~  
오늘 수학 **비율과 비례식** 문제를 함께 해결해보는 건 어때? 서연이는 평소 수학을 좋아하고 과학도 강하니까, 이 문제를 **실생활 과학 실험**에 비유해 쉽게 풀어갈 수 있을 거야!  

예를 들어, ""용액의 농도 비율""이나 ""로봇의 기어 비율"" 같은 과학 사례를 적용하면, 서연이가 이미 알고 있는 개념과 연결지어 이해하기 훨씬 수월할 거예요.  

> ""서연아, 오늘 73점 예상 문제를 80점으로 올려보는 게 목표야!  
> 먼저 **비율**이 왜 필요한지부터 생각해볼까?  
> (예: ""레시피에서 물 2컵 vs 설탕 1컵""처럼, 어떤 기준으로 비교해야 할지)""  

막히는 부분이 있다면 언제든지 말해줘. 쌤이 서연이의 사고 과정에 맞춰 **작은 단서**를 줄게요! (예: ""분자와 분모가 어떤 관계인지 다시 보면 힌트가 있을 거야"")  

→ 오늘 이 문제를 선택한 이유: **서연이의 강점(과학)을 활용해 수학 개념을 자연스럽게 연결**할 수 있어서예요!  

자, 첫 번째 문제 함께 볼까요? 😊",,text,
graph,upper-low-diligent,서연,6,upper,못함+성실,upper,low,diligent,못함+성실,True,수학,과학,73,88,75,4,3,False,False,False,개념 부족,비율과 비례식,수학,비율과 비례식,중,73,math_ratio_saltwater_001,tp2,talk,1,,TP2 단위 학습 완료,True,False,"서연아, 안녕! 뽀롱~  
오늘은 비율과 비례식 문제를 풀어봤다고 들었어.  
어떤 부분이 가장 재미있었어? 아니면 조금 어려웠다면  
어디서 막혔는지 쌤이 같이 생각해볼게!  

예를 들어 ""비가 오는 날 우산 판매량이 2배 증가"" 같은 상황을  
비율로 표현한다면? 아, 잠깐! 정답을 바로 알려주기 전에  
서연이가 먼저 생각을 정리해보는 게 어때요?  
(빨간 책을 펼치며) 여기 문제의 숫자들을 하나씩 연결해보면  
패턴이 보일 거예요.  

잘하고 있어! 만약 설명이 필요하다면  
""사과 3개가 600원일 때 사과 5개는 얼마일까?""처럼  
쉬운 비유로 천천히 풀어볼게요.  
마지막에는 서연이가 쌤에게 설명해주는 방식으로  
확인해볼 수도 있고요~  

다음 단계로 넘어가면 **""비례식의 응용 문제""**를 추천해요!  
예를 들어 지도에서 실제 거리를 비율로 계산하는 것처럼  
실생활에 적용되는 문제들을 풀어볼 수 있을 거예요.  
준비되면 언제든 쌤을 불러주세요! 뽀롱~",,text,
graph,upper-low-diligent,서연,6,upper,못함+성실,upper,low,diligent,못함+성실,True,수학,과학,73,88,75,4,3,False,False,False,개념 부족,비율과 비례식,수학,비율과 비례식,중,73,math_ratio_saltwater_001,tp3,talk,1,,TP3 이탈 방지,True,False,"서연아, 지금 머리 좀 복잡하지? 잠깐 쉬면서 머리 식히는 건 어때?  
1) 5분만 눈 감고 쉬기  
2) 물 한 잔 마시고 다시 도전하기  
3) 쌤이 아주 작은 힌트 하나 줄까?  

어떤 걸 먼저 해볼까요? :)",,text,
graph,upper-low-diligent,서연,6,upper,못함+성실,upper,low,diligent,못함+성실,True,수학,과학,73,88,75,4,3,False,False,False,개념 부족,비율과 비례식,수학,비율과 비례식,중,73,math_ratio_saltwater_001,tp4,learning,1,,TP4 막힘 (원인 선택지),True,False,,비율의 기본 개념을 헷갈려요 | 소수로 나타내는 계산이 어려워요 | (가)와 (나) 문제를 혼동해요 | 단위 비율(%)과 단순 비율 구분이 안 돼요,choices,
graph,upper-low-diligent,서연,6,upper,못함+성실,upper,low,diligent,못함+성실,True,수학,과학,73,88,75,4,3,False,False,False,개념 부족,비율과 비례식,수학,비율과 비례식,중,73,math_ratio_saltwater_001,tp4,learning,2,confusing_ratio_concept,TP4 막힘 (원인 선택 후 코칭),True,False,,,hint_card|image_card,
graph,upper-low-diligent,서연,6,upper,못함+성실,upper,low,diligent,못함+성실,True,수학,과학,73,88,75,4,3,False,False,False,개념 부족,비율과 비례식,수학,비율과 비례식,중,73,math_ratio_saltwater_001,tp5,talk,1,,TP5 학습 종료,True,False,"서연아, 안녕! 뽀롱~  
오늘 힘들었을 텐데 열심히 해줘서 고마워.  
아직 오답 하나 남았네. 같이 한 번 더 볼까?  

쌤이 봤을 때 이 문제는 **조건 두 개**가 서로 연결되어 있어.  
먼저 첫 번째 조건만 따로 생각해보면... (빨간 책 페이지 넘기기 흉내)  
""여기서 서연이가 놓친 부분이 있을 것 같아. 어디쯤에서 막혔어요?""  

만약 혼자 풀기 어렵다면, 쌤이 작은 힌트 줄게!  
→ ""큰 수를 먼저 생각해야 한다는 걸 잊지 말자""  

풀고 나면 서연이가 쌤에게 직접 설명해줄 수 있을까?  
""제가 이해한 대로 말해볼게요!"" 해주는 순간, 확실히 알게 될 거야 :)  

오늘 73점이면 꽤 잘했어. 남은 하나만 잡고 끝내면  
내일 더 자신 있을 거라고 쌤은 믿어!  
힘들면 언제든 쌤을 불러줘. 뽀롱~",,text,
graph,upper-high-lazy,시우,6,upper,잘함+불성실,upper,high,lazy,잘함+불성실,True,과학,과학,94,44,25,2,0,True,False,True,실수,생태계 먹이 관계,과학,생태계와 환경,상,94,upper_science_ecosystem_001,tp1,talk,1,,TP1 홈화면 진입,True,False,"시우야, 안녕! 뽀롱~  
오늘 과학 '생태계와 환경' 과제 어때? 너처럼 과학을 좋아하는 친구라면 **난이도 상** 문제가 딱 맞을 것 같아. 이미 평균 94점이라 기본 개념은 탄탄할 테니, 복잡한 생태계 상호작용이나 환경 문제 해결 같은 심화 주제를 탐구해보는 건 어때?  

예를 들어, ""생물 다양성 감소가 인간 사회에 미치는 영향""을 주제로 조사하면, 평소 대충 풀던 습관에서 벗어나 **깊이 있는 분석**을 경험할 수 있을 거야. 자료 수집부터 결론 도출까지 단계별로 쪼개서 진행하면, 지루함 없이 도전감을 느낄 수 있을 거라고 쌤은 생각해!  

오늘 이 문제로 머리를 써보면, 네 과학 실력이 한 단계 업그레이드될 수 있을 거야. 준비됐어? 😊  

(※ 참고: 학생이 ""어려울 것 같아요""라고 답하면, ""그럼 생태계 피라미드 그리기 같은 시각적 활동부터 시작해볼까?""라고 제안 예정)",,text,
graph,upper-high-lazy,시우,6,upper,잘함+불성실,upper,high,lazy,잘함+불성실,True,과학,과학,94,44,25,2,0,True,False,True,실수,생태계 먹이 관계,과학,생태계와 환경,상,94,upper_science_ecosystem_001,tp2,talk,1,,TP2 단위 학습 완료,True,False,"시우야, 과학 과제 잘 마쳤어! 뽀롱~  
생태계와 환경 문제는 정말 복잡하지만, 네가 핵심 개념을 잘 정리해둔 것 같아.  

이제 한 단계 더 도전해볼까?  
**""쓰레기로 인한 생물 다양성 감소 사례""**를 조사해보는 건 어때?  
예를 들어 플라스틱 오염이 해양 생태계에 미치는 영향처럼, 구체적인 사례를 골라 원인과 결과를 분석해볼 수 있어.  

어려운 부분은 쌤이 중간 중간 단서 줄 테니까, 일단 자료 수집부터 시작해볼까?  
(빨간 책을 펼치며) 여기 보면 조사 방법에 대한 팁이 몇 가지 있는데, 함께 살펴볼까?  

시우가 좋아하는 동물 종과 연결지어 조사하면 더 재미있을 거야! 🐋",,text,
graph,upper-high-lazy,시우,6,upper,잘함+불성실,upper,high,lazy,잘함+불성실,True,과학,과학,94,44,25,2,0,True,False,True,실수,생태계 먹이 관계,과학,생태계와 환경,상,94,upper_science_ecosystem_001,tp3,talk,1,,TP3 이탈 방지,True,False,"시우야, 집중해야 하는 게 조금 힘들죠? 쌤도 그럴 때가 있어.  
10분만 쉬었다가 다시 해볼까? 아니면 지금 바로 끝낼 수 있는 **마무으리 퀴즈** 하나 풀어봐요!  
(퀴즈: ""생태계 피라미드의 가장 아래층은 무엇일까요?"")  

쉬는 걸 선택해도 괜찮아요. 언제든 돌아올 수 있도록 쌤이 기다리고 있을게요~ 🌿",,text,
graph,upper-high-lazy,시우,6,upper,잘함+불성실,upper,high,lazy,잘함+불성실,True,과학,과학,94,44,25,2,0,True,False,True,실수,생태계 먹이 관계,과학,생태계와 환경,상,94,upper_science_ecosystem_001,tp4,learning,1,,TP4 막힘 (원인 선택지),True,False,,먹이 사슬 관계 자체를 헷갈려요 | 풀과 토끼의 관계를 간과했어요 | 개체 수 변동 원리를 잘못 이해했어요 | 문제를 대충 읽고 생각 없이 답했어요,choices,
graph,upper-high-lazy,시우,6,upper,잘함+불성실,upper,high,lazy,잘함+불성실,True,과학,과학,94,44,25,2,0,True,False,True,실수,생태계 먹이 관계,과학,생태계와 환경,상,94,upper_science_ecosystem_001,tp4,learning,2,misunderstanding_food_chain,TP4 막힘 (원인 선택 후 코칭),True,False,,,hint_card|image_card,
graph,upper-high-lazy,시우,6,upper,잘함+불성실,upper,high,lazy,잘함+불성실,True,과학,과학,94,44,25,2,0,True,False,True,실수,생태계 먹이 관계,과학,생태계와 환경,상,94,upper_science_ecosystem_001,tp5,talk,1,,TP5 학습 종료,True,False,"시우야, 오늘 거의 다 완성했네! 뽀롱~  
평균 94점이라니, 정말 대단해.  
오답 2개만 다시 보면 완벽해질 것 같아.  
""어디가 조금 헷갈렸는지 쌤이랑 같이 볼까?""  
(예: ""첫 번째 문제에서 이 조건을 놓쳤을 수도 있어""처럼 단서 제공)  
꼭 오늘 안에 못 해도 괜찮아.  
하지만 지금 다시 보면 내일 더 편안해질 거야!  
선택지 줄게:  
1. ""쌤이랑 함께 지금 바로 복습하기""  
2. ""혼자 한 번 더 생각해보고 연락할게요""  
어떤 걸로 할까? 😊",,text,
graph,upper-high-diligent,채원,6,upper,잘함+성실,upper,high,diligent,잘함+성실,True,과학,과학,96,94,85,2,2,False,False,False,실수,자료 해석,과학,생태계와 환경,상,96,upper_science_ecosystem_001,tp1,talk,1,,TP1 홈화면 진입,True,True,"채원아, 안녕! 뽀롱~  
오늘 과학 시간에 **생태계와 환경** 문제를 풀어볼까?  
채원이는 이미 생태계에서 에너지 흐름이나 생물 간 상호작용을 잘 이해하고 있잖아. 이번 문제는 **오염 물질이 생태계에 미치는 영향**을 분석하는 심화 유형이야.  

예를 들어, ""플라스틱이 분해될 때 발생하는 미세 입자가 먹이 사슬에 어떻게 축적되는지"" 같은 문제를 준비해봤어. 채원이의 강점인 과학적 사고력을 더 깊게 키울 수 있을 거야.  

시작하기 전에, 생태계에서 **생물 농축** 현상에 대해 잠깐 복습해볼까? 아니면 바로 도전해볼래? 😊  

(힌트: 빨간 책 32페이지의 생물 농축 사례 이미지 참고!)  

> 📍 이유:  
> 1. 선호 과목(과학) + 강한 과목(과학) 연계  
> 2. 평균 96점 수준에 맞는 **통합적 사고** 요구 문제  
> 3. 환경 오염 주제는 6학년 과학 교과 연계성 높음  
> 4. 채원이가 이미 아는 개념을 **새로운 맥락에 적용**하는 연습 가능",,text,
graph,upper-high-diligent,채원,6,upper,잘함+성실,upper,high,diligent,잘함+성실,True,과학,과학,96,94,85,2,2,False,False,False,실수,자료 해석,과학,생태계와 환경,상,96,upper_science_ecosystem_001,tp2,talk,1,,TP2 단위 학습 완료,True,True,"서연아, 과학 과제 잘 마무리했지? 뽀롱~  
생태계와 환경 문제를 이렇게 깊이 있게 분석하다니, 정말 꼼꼼하다!  

다음 단계로 **'생물 다양성 보존 방법'**을 탐구해보는 건 어때요?  
예를 들어, ""우리 주변에서 쉽게 실천할 수 있는 작은 행동 3가지""를 찾아본다면,  
이론도 적용하면서 더 의미 있는 학습이 될 거야.  

쌤은 서연이가 **'인간 활동이 생태계에 미치는 영향'**을 비교 분석하는 걸 추천하는데,  
어떤 접근으로 시작할지 함께 고민해 볼까요?  

(학생 이전 발화를 인정) ""아까 환경 문제 원인에서 ~를 언급했었지. 그 부분을 더 확장해 보는 거예요!""",,text,
